date,open,high,low,close,adj_close,volume,ret_1,ret_5,ret_10,vol_10,vol_20,sma_10,sma_20,ema_12,ema_26,sma_ratio_10_20,roc_10,price_vs_sma20,rsi_14,macd,macd_sig,macd_hist,bb_width,bb_pct_b,atr_14,true_range,daily_range_pct,volume_zscore,obv_zscore,dow_sin,dow_cos,mth_sin,mth_cos,target
2017-11-29,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,427.52301025390625,2675940096,-0.09595856441637107,-0.09978290546311741,0.2063767382101387,0.06788252491109888,0.05448592888362095,431.1246032714844,379.30540161132814,423.5619424785706,386.3761588099528,1.1366160393179463,0.2063767382101387,0.12712080671071932,70.0674283569522,37.18578366861777,28.226306412675775,8.959477255941998,0.6737437373986405,0.6886782758105594,0.08484600777032568,0.20561552028760655,0.025216957098788996,2.670342610143245,0.4725894401630981,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1
2017-11-30,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,447.114013671875,1903040000,0.04582444207233105,-0.04109580434025095,0.2191912313621467,0.06822048997969958,0.05116345746610938,439.1630035400391,386.6984527587891,427.1853380467713,390.8752591700952,1.1356730299975166,0.2191912313621467,0.1562342969878799,73.073528366845,36.31007887667607,29.843060905475838,6.467017971200235,0.6483738079364849,0.7409633070850281,0.08947234123833776,0.15029365966654953,0.7139011386968075,1.1397243351286732,1.038670696586268,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1
2017-12-01,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,466.5400085449219,1247879936,0.043447519601349516,-0.010162684666381483,0.2945025326809838,0.06702475872350198,0.05094433147520201,449.776904296875,394.29140319824216,433.23990273879446,396.48005542008235,1.1407220665945428,0.2945025326809838,0.1832365726481137,74.86597691768243,36.759847318712104,31.22641818812309,5.533429130589013,0.636037429422202,0.7880908641090072,0.08697366025647969,0.09907315744035473,0.8629929646338415,-0.05625220465670133,1.32337434153893,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0
2017-12-02,466.85101318359375,476.239013671875,456.6530151367187,463.4490051269531,463.4490051269531,943649984,-0.006625376948076078,-0.035194815236050836,0.21751362220054915,0.06704502859984483,0.05039453358373013,458.0566040039063,402.0684539794922,437.88745695235735,401.440718361332,1.1392502930039767,0.21751362220054915,0.15266194236311922,72.48292611173513,36.44673859102534,32.27048226870354,4.176256322321798,0.6072782752735633,0.7513871293916483,0.08151475701988116,0.04198139104133494,0.34698205342970523,-0.5436326271967142,0.9116076996953723,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1
2017-12-03,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,465.8529968261719,990556992,0.005187176307693608,-0.014905860221309242,0.135767015648959,0.06421034180658244,0.05050067469377865,463.62530517578125,409.52530364990236,442.189847702175,406.21199824761646,1.1321041729133667,0.135767015648959,0.1375438652367365,72.00808415950979,35.97784945455851,33.011955705874534,2.9658937486839747,0.5777058817283339,0.7380863162152056,0.07914329836102012,0.06680779389470529,0.45219961697648964,-0.45368444328938057,1.1503457392003147,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1
2017-12-04,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,470.2040100097656,1005550016,0.009339884498408058,0.09983322238143644,-0.009911332072646162,0.04001178861382758,0.04939840785816686,463.15460510253905,416.1539535522461,446.49971882641967,410.95214726703495,1.112940538348823,-0.009911332072646162,0.12987995427206922,71.09578452100503,35.54757155938472,33.51907887657657,2.0284926828081495,0.5582954084042437,0.7326366155206695,0.07404287457088891,0.04607675915820169,0.7869555636083987,-0.4200622597006017,1.3555342442479248,0.0,1.0,-2.4492935982947064e-16,1.0,0
2017-12-05,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,463.281005859375,1216720000,-0.014723405166720771,0.03615854500897964,-0.006423223822188628,0.03985417747020199,0.04946756173637203,462.8551055908203,422.65015411376953,449.08145529302817,414.82835901461567,1.095125841279402,-0.006423223822188628,0.09613353112526912,70.9240056045353,34.2530962784125,33.66588235694376,0.587213921468738,0.5256993685190666,0.6828678839693545,0.06970490182673349,0.03381087765196363,0.3535663965148815,-0.08796808427290344,0.8398116715584469,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0
2017-12-06,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,428.5880126953125,1998259968,-0.07488542099779771,-0.08134778401530185,-0.09068375680442686,0.04602799204130831,0.05341733632882791,458.580908203125,427.5333541870117,445.9286179703027,415.8475926205932,1.0726201914118383,-0.09068375680442686,0.00246684497939599,59.20840306091261,30.081025349709478,32.948910955496906,-2.8678856057874285,0.4788376636331094,0.5051517354766144,0.07870036106668349,0.09173269747716058,0.19713911279417914,1.2104565561956178,0.006922823534235449,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,1
2017-12-07,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,434.4079895019531,2129570048,0.013579420408984078,-0.06266280713461614,-0.09565221645139188,0.04568909241138198,0.05336729661713781,453.9862060546875,432.6340530395508,444.1562135905566,417.2224368340273,1.0493538427338724,-0.09565221645139188,0.004100316306446066,55.12320927369375,26.933776756529312,31.74588411570339,-4.812107359174078,0.42551020093432473,0.5096362350357874,0.07557601828817355,0.06296487916664842,0.7410132797727091,1.3065069250344452,0.814860864922435,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,1
2017-12-08,434.989013671875,466.06201171875,422.3670043945313,456.031005859375,456.031005859375,2336379904,0.04977582567533467,-0.021083884902991956,-0.03567547168301499,0.04919077846143794,0.05349663384175918,452.2991058349609,438.0550033569336,445.9831047088364,420.0971456507197,1.0325166985167793,-0.03567547168301499,0.04103594837333751,45.12063928694264,25.88595905811667,30.573899104186047,-4.687940046069379,0.3804019608539269,0.6078752283008247,0.07516897580945779,0.1005851834684366,0.7704313038553448,1.5042602012198705,1.7375030838625363,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1
2017-12-09,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,473.50201416015625,2003849984,0.03831100972587986,0.007013985589621186,0.10754743675420664,0.037869412190295625,0.05374484969242766,456.8970062255859,444.0108047485352,450.2167830859625,424.0530618366039,1.0290222700419327,0.10754743675420664,0.06642002648633005,51.78592924672773,26.163721249358616,29.691863533220562,-3.5281422838619463,0.33657660008494017,0.6973400006697166,0.07629168280117593,0.10502358794860171,0.3601498925371815,0.8347200813857645,2.2719992726885727,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0
2017-12-10,472.78900146484375,472.78900146484375,429.5140075683594,441.7210083007813,441.7210083007813,1404179968,-0.0671190510472156,-0.04653762465094036,-0.012061812437512809,0.04282222101345666,0.05661642059255073,456.3577056884766,447.76035461425784,448.90974081131924,425.36179861172815,1.0192007867278097,-0.012061812437512809,-0.01348789871912182,43.53603364393569,23.54794219959109,28.46307926649467,-4.915137066903579,0.2918051034721283,0.45377771478725565,0.08415439516733829,0.09139347373892691,0.2820797794124105,-0.27558186980269395,1.5009974452937336,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1
2017-12-11,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,515.135986328125,1771440000,0.16620214263694977,0.20193745757966486,0.1041625088805731,0.06734935643978442,0.06592208325992524,461.21730346679686,455.4971038818359,459.0983939677509,432.0117384425724,1.0125581469917395,0.1041625088805731,0.13093141962489266,55.92680423806568,27.086655525178514,28.187794518231442,-1.1011389930529276,0.25470132265304757,1.0140586560793952,0.08269349364682074,0.17627640246020793,0.97645915311772,0.3292610171433966,2.0425075309627787,0.0,1.0,-2.4492935982947064e-16,1.0,1
2017-12-12,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,651.4310302734375,5179829760,0.2645807079346558,0.49958344693498935,0.40561533861743904,0.10380013358137195,0.08550246433876514,480.0155059814453,469.03605499267576,488.6880303224719,448.2650193189328,1.0234085436967926,0.40561533861743904,0.3888719712252634,71.13955154794591,40.4230110035391,30.634837815292975,9.788173188246127,0.41552016309271816,1.4358678730066472,0.08795273765798294,0.2966673056880547,0.9614788076923468,3.5978258538884367,3.0604943776884515,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,1
2017-12-13,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,702.7670288085938,4524539904,0.07880496345654286,0.5410509806986765,0.5085596391919829,0.10374419613385231,0.0855397415080386,503.7069091796875,483.6661071777344,521.6232608587983,467.11702002187064,1.041435200243387,0.5085596391919829,0.45300036198381033,82.13815306993985,54.506240836927645,35.409118419619915,19.09712241730773,0.575448128063985,1.2872131994027,0.09915347233664842,0.23056164097855683,0.698885116394846,2.310899737368313,3.064241931252046,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0
2017-12-14,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,695.8159790039062,3821580032,-0.009890973138668269,0.4695100721758598,0.47981719464590467,0.10468123460197605,0.08046844672919307,526.2681060791016,494.7113555908203,548.4221405734303,484.05768365016957,1.063788207267827,0.47981719464590467,0.4065090100324694,79.92226750279735,64.36445692326072,41.20018612034808,23.16427080291264,0.6802375221575003,1.0975986281129102,0.10367944337962984,0.1254070757377601,0.3497819182601571,1.5102207232140605,1.8370250183463883,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0
2017-12-15,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,684.447998046875,2758710016,-0.016337625608002115,0.5495029332650927,0.4773927473612707,0.10478383809444632,0.08042087742200556,548.3848052978516,505.6199554443359,569.3491955693448,498.9014106425181,1.0845790388471233,0.4773927473612707,0.3536807451465215,76.73572901172507,70.44778492682673,47.04970588164381,23.398079045182918,0.7423286578567471,0.9764476507851336,0.10616688359331773,0.10932638401142122,0.8332608549126205,0.5592986846070915,1.1205044019779637,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1
2017-12-16,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,696.208984375,2165690112,0.01718317003144998,0.35150523910697506,0.6244247709978346,0.09689569604328283,0.08038621507542862,575.1469024658203,516.8639053344726,588.8660861548302,513.5167864745538,1.1127627534631583,0.6244247709978346,0.3469870447316978,77.96304985366926,75.34929968027643,52.70962464137034,22.63967503890609,0.793827179734711,0.9371065309800504,0.09765767301500641,0.05493331725817541,0.41019638908890904,0.02104869651181074,1.4015773529948128,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1
